order_date,demand,actual_demand,predicted_demand,lower_bound,upper_bound,is_forecast,model_used,forecast_horizon
2024-04-24,17.0,17.0,,,,0,Linear Regression,30
2024-04-25,41.0,41.0,,,,0,Linear Regression,30
2024-04-26,29.0,29.0,,,,0,Linear Regression,30
2024-04-27,15.0,15.0,,,,0,Linear Regression,30
2024-04-28,29.0,29.0,,,,0,Linear Regression,30
2024-04-29,32.0,32.0,,,,0,Linear Regression,30
2024-04-30,9.0,9.0,,,,0,Linear Regression,30
2024-05-01,15.0,15.0,,,,0,Linear Regression,30
2024-05-02,23.0,23.0,,,,0,Linear Regression,30
2024-05-03,14.0,14.0,,,,0,Linear Regression,30
2024-05-04,15.0,15.0,,,,0,Linear Regression,30
2024-05-05,24.0,24.0,,,,0,Linear Regression,30
2024-05-06,6.0,6.0,,,,0,Linear Regression,30
2024-05-07,28.0,28.0,,,,0,Linear Regression,30
2024-05-08,21.0,21.0,,,,0,Linear Regression,30
2024-05-09,2.0,2.0,,,,0,Linear Regression,30
2024-05-10,14.0,14.0,,,,0,Linear Regression,30
2024-05-11,25.0,25.0,,,,0,Linear Regression,30
2024-05-12,8.0,8.0,,,,0,Linear Regression,30
2024-05-13,8.0,8.0,,,,0,Linear Regression,30
2024-05-14,19.0,19.0,,,,0,Linear Regression,30
2024-05-15,14.0,14.0,,,,0,Linear Regression,30
2024-05-16,27.0,27.0,,,,0,Linear Regression,30
2024-05-17,22.0,22.0,,,,0,Linear Regression,30
2024-05-18,33.0,33.0,,,,0,Linear Regression,30
2024-05-19,23.0,23.0,,,,0,Linear Regression,30
2024-05-20,15.0,15.0,,,,0,Linear Regression,30
2024-05-21,17.0,17.0,,,,0,Linear Regression,30
2024-05-22,17.0,17.0,,,,0,Linear Regression,30
2024-05-23,28.0,28.0,,,,0,Linear Regression,30
2024-05-24,39.0,39.0,,,,0,Linear Regression,30
2024-05-25,22.0,22.0,,,,0,Linear Regression,30
2024-05-26,41.0,41.0,,,,0,Linear Regression,30
2024-05-27,28.0,28.0,,,,0,Linear Regression,30
2024-05-28,26.0,26.0,,,,0,Linear Regression,30
2024-05-29,24.0,24.0,,,,0,Linear Regression,30
2024-05-30,11.0,11.0,,,,0,Linear Regression,30
2024-05-31,8.0,8.0,,,,0,Linear Regression,30
2024-06-01,12.0,12.0,,,,0,Linear Regression,30
2024-06-02,25.0,25.0,,,,0,Linear Regression,30
2024-06-03,30.0,30.0,,,,0,Linear Regression,30
2024-06-04,12.0,12.0,,,,0,Linear Regression,30
2024-06-05,22.0,22.0,,,,0,Linear Regression,30
2024-06-06,23.0,23.0,,,,0,Linear Regression,30
2024-06-07,24.0,24.0,,,,0,Linear Regression,30
2024-06-08,11.0,11.0,,,,0,Linear Regression,30
2024-06-09,7.0,7.0,,,,0,Linear Regression,30
2024-06-10,23.0,23.0,,,,0,Linear Regression,30
2024-06-11,11.0,11.0,,,,0,Linear Regression,30
2024-06-12,16.0,16.0,,,,0,Linear Regression,30
2024-06-13,20.0,20.0,,,,0,Linear Regression,30
2024-06-14,16.0,16.0,,,,0,Linear Regression,30
2024-06-15,26.0,26.0,,,,0,Linear Regression,30
2024-06-16,13.0,13.0,,,,0,Linear Regression,30
2024-06-17,19.0,19.0,,,,0,Linear Regression,30
2024-06-18,42.0,42.0,,,,0,Linear Regression,30
2024-06-19,13.0,13.0,,,,0,Linear Regression,30
2024-06-20,10.0,10.0,,,,0,Linear Regression,30
2024-06-21,21.0,21.0,,,,0,Linear Regression,30
2024-06-22,21.0,21.0,,,,0,Linear Regression,30
2024-06-23,37.0,37.0,,,,0,Linear Regression,30
2024-06-24,15.0,15.0,,,,0,Linear Regression,30
2024-06-25,14.0,14.0,,,,0,Linear Regression,30
2024-06-26,26.0,26.0,,,,0,Linear Regression,30
2024-06-27,30.0,30.0,,,,0,Linear Regression,30
2024-06-28,21.0,21.0,,,,0,Linear Regression,30
2024-06-29,21.0,21.0,,,,0,Linear Regression,30
2024-06-30,15.0,15.0,,,,0,Linear Regression,30
2024-07-01,15.0,15.0,,,,0,Linear Regression,30
2024-07-02,19.0,19.0,,,,0,Linear Regression,30
2024-07-03,26.0,26.0,,,,0,Linear Regression,30
2024-07-04,24.0,24.0,,,,0,Linear Regression,30
2024-07-05,32.0,32.0,,,,0,Linear Regression,30
2024-07-06,32.0,32.0,,,,0,Linear Regression,30
2024-07-07,29.0,29.0,,,,0,Linear Regression,30
2024-07-08,20.0,20.0,,,,0,Linear Regression,30
2024-07-09,15.0,15.0,,,,0,Linear Regression,30
2024-07-10,38.0,38.0,,,,0,Linear Regression,30
2024-07-11,14.0,14.0,,,,0,Linear Regression,30
2024-07-12,26.0,26.0,,,,0,Linear Regression,30
2024-07-13,20.0,20.0,,,,0,Linear Regression,30
2024-07-14,39.0,39.0,,,,0,Linear Regression,30
2024-07-15,24.0,24.0,,,,0,Linear Regression,30
2024-07-16,28.0,28.0,,,,0,Linear Regression,30
2024-07-17,35.0,35.0,,,,0,Linear Regression,30
2024-07-18,10.0,10.0,,,,0,Linear Regression,30
2024-07-19,54.0,54.0,,,,0,Linear Regression,30
2024-07-20,20.0,20.0,,,,0,Linear Regression,30
2024-07-21,34.0,34.0,,,,0,Linear Regression,30
2024-07-22,24.0,24.0,,,,0,Linear Regression,30
2024-07-23,27.0,27.0,,,,0,Linear Regression,30
2024-07-24,29.0,29.0,,,,0,Linear Regression,30
2024-07-25,12.0,12.0,,,,0,Linear Regression,30
2024-07-26,35.0,35.0,,,,0,Linear Regression,30
2024-07-27,17.0,17.0,,,,0,Linear Regression,30
2024-07-28,12.0,12.0,,,,0,Linear Regression,30
2024-07-29,18.0,18.0,,,,0,Linear Regression,30
2024-07-30,15.0,15.0,,,,0,Linear Regression,30
2024-07-31,14.0,14.0,,,,0,Linear Regression,30
2024-08-01,21.0,21.0,,,,0,Linear Regression,30
2024-08-02,31.0,31.0,,,,0,Linear Regression,30
2024-08-03,33.0,33.0,,,,0,Linear Regression,30
2024-08-04,26.0,26.0,,,,0,Linear Regression,30
2024-08-05,42.0,42.0,,,,0,Linear Regression,30
2024-08-06,23.0,23.0,,,,0,Linear Regression,30
2024-08-07,11.0,11.0,,,,0,Linear Regression,30
2024-08-08,15.0,15.0,,,,0,Linear Regression,30
2024-08-09,8.0,8.0,,,,0,Linear Regression,30
2024-08-10,49.0,49.0,,,,0,Linear Regression,30
2024-08-11,20.0,20.0,,,,0,Linear Regression,30
2024-08-12,42.0,42.0,,,,0,Linear Regression,30
2024-08-13,24.0,24.0,,,,0,Linear Regression,30
2024-08-14,37.0,37.0,,,,0,Linear Regression,30
2024-08-15,28.0,28.0,,,,0,Linear Regression,30
2024-08-16,21.0,21.0,,,,0,Linear Regression,30
2024-08-17,12.0,12.0,,,,0,Linear Regression,30
2024-08-18,20.0,20.0,,,,0,Linear Regression,30
2024-08-19,19.0,19.0,,,,0,Linear Regression,30
2024-08-20,21.0,21.0,,,,0,Linear Regression,30
2024-08-21,24.0,24.0,,,,0,Linear Regression,30
2024-08-22,17.0,17.0,,,,0,Linear Regression,30
2024-08-23,43.0,43.0,,,,0,Linear Regression,30
2024-08-24,8.0,8.0,,,,0,Linear Regression,30
2024-08-25,39.0,39.0,,,,0,Linear Regression,30
2024-08-26,24.0,24.0,,,,0,Linear Regression,30
2024-08-27,35.0,35.0,,,,0,Linear Regression,30
2024-08-28,41.0,41.0,,,,0,Linear Regression,30
2024-08-29,14.0,14.0,,,,0,Linear Regression,30
2024-08-30,36.0,36.0,,,,0,Linear Regression,30
2024-08-31,13.0,13.0,,,,0,Linear Regression,30
2024-09-01,16.0,16.0,,,,0,Linear Regression,30
2024-09-02,16.0,16.0,,,,0,Linear Regression,30
2024-09-03,22.0,22.0,,,,0,Linear Regression,30
2024-09-04,26.0,26.0,,,,0,Linear Regression,30
2024-09-05,26.0,26.0,,,,0,Linear Regression,30
2024-09-06,60.0,60.0,,,,0,Linear Regression,30
2024-09-07,20.0,20.0,,,,0,Linear Regression,30
2024-09-08,20.0,20.0,,,,0,Linear Regression,30
2024-09-09,21.0,21.0,,,,0,Linear Regression,30
2024-09-10,20.0,20.0,,,,0,Linear Regression,30
2024-09-11,24.0,24.0,,,,0,Linear Regression,30
2024-09-12,27.0,27.0,,,,0,Linear Regression,30
2024-09-13,20.0,20.0,,,,0,Linear Regression,30
2024-09-14,12.0,12.0,,,,0,Linear Regression,30
2024-09-15,44.0,44.0,,,,0,Linear Regression,30
2024-09-16,15.0,15.0,,,,0,Linear Regression,30
2024-09-17,19.0,19.0,,,,0,Linear Regression,30
2024-09-18,23.0,23.0,,,,0,Linear Regression,30
2024-09-19,15.0,15.0,,,,0,Linear Regression,30
2024-09-20,17.0,17.0,,,,0,Linear Regression,30
2024-09-21,15.0,15.0,,,,0,Linear Regression,30
2024-09-22,9.0,9.0,,,,0,Linear Regression,30
2024-09-23,18.0,18.0,,,,0,Linear Regression,30
2024-09-24,25.0,25.0,,,,0,Linear Regression,30
2024-09-25,15.0,15.0,,,,0,Linear Regression,30
2024-09-26,22.0,22.0,,,,0,Linear Regression,30
2024-09-27,35.0,35.0,,,,0,Linear Regression,30
2024-09-28,22.0,22.0,,,,0,Linear Regression,30
2024-09-29,14.0,14.0,,,,0,Linear Regression,30
2024-09-30,20.0,20.0,,,,0,Linear Regression,30
2024-10-01,24.0,24.0,,,,0,Linear Regression,30
2024-10-02,28.0,28.0,,,,0,Linear Regression,30
2024-10-03,18.0,18.0,,,,0,Linear Regression,30
2024-10-04,37.0,37.0,,,,0,Linear Regression,30
2024-10-05,32.0,32.0,,,,0,Linear Regression,30
2024-10-06,18.0,18.0,,,,0,Linear Regression,30
2024-10-07,20.0,20.0,,,,0,Linear Regression,30
2024-10-08,11.0,11.0,,,,0,Linear Regression,30
2024-10-09,22.0,22.0,,,,0,Linear Regression,30
2024-10-10,28.0,28.0,,,,0,Linear Regression,30
2024-10-11,18.0,18.0,,,,0,Linear Regression,30
2024-10-12,25.0,25.0,,,,0,Linear Regression,30
2024-10-13,22.0,22.0,,,,0,Linear Regression,30
2024-10-14,17.0,17.0,,,,0,Linear Regression,30
2024-10-15,18.0,18.0,,,,0,Linear Regression,30
2024-10-16,12.0,12.0,,,,0,Linear Regression,30
2024-10-17,21.0,21.0,,,,0,Linear Regression,30
2024-10-18,29.0,29.0,,,,0,Linear Regression,30
2024-10-19,19.0,19.0,,,,0,Linear Regression,30
2024-10-20,16.0,16.0,,,,0,Linear Regression,30
2024-10-21,19.0,19.0,,,,0,Linear Regression,30
2024-10-22,11.0,11.0,,,,0,Linear Regression,30
2024-10-23,6.0,6.0,,,,0,Linear Regression,30
2024-10-24,27.0,27.0,,,,0,Linear Regression,30
2024-10-25,19.0,19.0,,,,0,Linear Regression,30
2024-10-26,24.0,24.0,,,,0,Linear Regression,30
2024-10-27,11.0,11.0,,,,0,Linear Regression,30
2024-10-28,16.0,16.0,,,,0,Linear Regression,30
2024-10-29,25.0,25.0,,,,0,Linear Regression,30
2024-10-30,40.0,40.0,,,,0,Linear Regression,30
2024-10-31,12.0,12.0,,,,0,Linear Regression,30
2024-11-01,29.0,29.0,,,,0,Linear Regression,30
2024-11-02,35.0,35.0,,,,0,Linear Regression,30
2024-11-03,20.0,20.0,,,,0,Linear Regression,30
2024-11-04,24.0,24.0,,,,0,Linear Regression,30
2024-11-05,27.0,27.0,,,,0,Linear Regression,30
2024-11-06,17.0,17.0,,,,0,Linear Regression,30
2024-11-07,28.0,28.0,,,,0,Linear Regression,30
2024-11-08,22.0,22.0,,,,0,Linear Regression,30
2024-11-09,53.0,53.0,,,,0,Linear Regression,30
2024-11-10,56.0,56.0,,,,0,Linear Regression,30
2024-11-11,26.0,26.0,,,,0,Linear Regression,30
2024-11-12,34.0,34.0,,,,0,Linear Regression,30
2024-11-13,29.0,29.0,,,,0,Linear Regression,30
2024-11-14,33.0,33.0,,,,0,Linear Regression,30
2024-11-15,25.0,25.0,,,,0,Linear Regression,30
2024-11-16,35.0,35.0,,,,0,Linear Regression,30
2024-11-17,23.0,23.0,,,,0,Linear Regression,30
2024-11-18,23.0,23.0,,,,0,Linear Regression,30
2024-11-19,12.0,12.0,,,,0,Linear Regression,30
2024-11-20,26.0,26.0,,,,0,Linear Regression,30
2024-11-21,32.0,32.0,,,,0,Linear Regression,30
2024-11-22,45.0,45.0,,,,0,Linear Regression,30
2024-11-23,24.0,24.0,,,,0,Linear Regression,30
2024-11-24,21.0,21.0,,,,0,Linear Regression,30
2024-11-25,18.0,18.0,,,,0,Linear Regression,30
2024-11-26,39.0,39.0,,,,0,Linear Regression,30
2024-11-27,59.0,59.0,,,,0,Linear Regression,30
2024-11-28,18.0,18.0,,,,0,Linear Regression,30
2024-11-29,22.0,22.0,,,,0,Linear Regression,30
2024-11-30,58.0,58.0,,,,0,Linear Regression,30
2024-12-01,21.0,21.0,,,,0,Linear Regression,30
2024-12-02,31.0,31.0,,,,0,Linear Regression,30
2024-12-03,22.0,22.0,,,,0,Linear Regression,30
2024-12-04,29.0,29.0,,,,0,Linear Regression,30
2024-12-05,35.0,35.0,,,,0,Linear Regression,30
2024-12-06,29.0,29.0,,,,0,Linear Regression,30
2024-12-07,26.0,26.0,,,,0,Linear Regression,30
2024-12-08,15.0,15.0,,,,0,Linear Regression,30
2024-12-09,10.0,10.0,,,,0,Linear Regression,30
2024-12-10,15.0,15.0,,,,0,Linear Regression,30
2024-12-11,24.0,24.0,,,,0,Linear Regression,30
2024-12-12,23.0,23.0,,,,0,Linear Regression,30
2024-12-13,36.0,36.0,,,,0,Linear Regression,30
2024-12-14,16.0,16.0,,,,0,Linear Regression,30
2024-12-15,38.0,38.0,,,,0,Linear Regression,30
2024-12-16,11.0,11.0,,,,0,Linear Regression,30
2024-12-17,32.0,32.0,,,,0,Linear Regression,30
2024-12-18,10.0,10.0,,,,0,Linear Regression,30
2024-12-19,27.0,27.0,,,,0,Linear Regression,30
2024-12-20,33.0,33.0,,,,0,Linear Regression,30
2024-12-21,16.0,16.0,,,,0,Linear Regression,30
2024-12-22,24.0,24.0,,,,0,Linear Regression,30
2024-12-23,21.0,21.0,,,,0,Linear Regression,30
2024-12-24,25.0,25.0,,,,0,Linear Regression,30
2024-12-25,37.0,37.0,,,,0,Linear Regression,30
2024-12-26,20.0,20.0,,,,0,Linear Regression,30
2024-12-27,20.0,20.0,,,,0,Linear Regression,30
2024-12-28,10.0,10.0,,,,0,Linear Regression,30
2024-12-29,27.0,27.0,,,,0,Linear Regression,30
2024-12-30,14.0,14.0,,,,0,Linear Regression,30
2024-12-31,36.0,36.0,,,,0,Linear Regression,30
2025-01-01,17.0,17.0,,,,0,Linear Regression,30
2025-01-02,17.0,17.0,,,,0,Linear Regression,30
2025-01-03,9.0,9.0,,,,0,Linear Regression,30
2025-01-04,31.0,31.0,,,,0,Linear Regression,30
2025-01-05,20.0,20.0,,,,0,Linear Regression,30
2025-01-06,7.0,7.0,,,,0,Linear Regression,30
2025-01-07,18.0,18.0,,,,0,Linear Regression,30
2025-01-08,13.0,13.0,,,,0,Linear Regression,30
2025-01-09,15.0,15.0,,,,0,Linear Regression,30
2025-01-10,38.0,38.0,,,,0,Linear Regression,30
2025-01-11,13.0,13.0,,,,0,Linear Regression,30
2025-01-12,9.0,9.0,,,,0,Linear Regression,30
2025-01-13,8.0,8.0,,,,0,Linear Regression,30
2025-01-14,18.0,18.0,,,,0,Linear Regression,30
2025-01-15,19.0,19.0,,,,0,Linear Regression,30
2025-01-16,17.0,17.0,,,,0,Linear Regression,30
2025-01-17,9.0,9.0,,,,0,Linear Regression,30
2025-01-18,4.0,4.0,,,,0,Linear Regression,30
2025-01-19,14.0,14.0,,,,0,Linear Regression,30
2025-01-20,26.0,26.0,,,,0,Linear Regression,30
2025-01-21,14.0,14.0,,,,0,Linear Regression,30
2025-01-22,14.0,14.0,,,,0,Linear Regression,30
2025-01-23,26.0,26.0,,,,0,Linear Regression,30
2025-01-24,10.0,10.0,,,,0,Linear Regression,30
2025-01-25,38.0,38.0,,,,0,Linear Regression,30
2025-01-26,9.0,9.0,,,,0,Linear Regression,30
2025-01-27,17.0,17.0,,,,0,Linear Regression,30
2025-01-28,17.0,17.0,,,,0,Linear Regression,30
2025-01-29,33.0,33.0,,,,0,Linear Regression,30
2025-01-30,13.0,13.0,,,,0,Linear Regression,30
2025-01-31,21.0,21.0,,,,0,Linear Regression,30
2025-02-01,7.0,7.0,,,,0,Linear Regression,30
2025-02-02,24.0,24.0,,,,0,Linear Regression,30
2025-02-03,33.0,33.0,,,,0,Linear Regression,30
2025-02-04,12.0,12.0,,,,0,Linear Regression,30
2025-02-05,26.0,26.0,,,,0,Linear Regression,30
2025-02-06,18.0,18.0,,,,0,Linear Regression,30
2025-02-07,18.0,18.0,,,,0,Linear Regression,30
2025-02-08,11.0,11.0,,,,0,Linear Regression,30
2025-02-09,13.0,13.0,,,,0,Linear Regression,30
2025-02-10,18.0,18.0,,,,0,Linear Regression,30
2025-02-11,22.0,22.0,,,,0,Linear Regression,30
2025-02-12,18.0,18.0,,,,0,Linear Regression,30
2025-02-13,9.0,9.0,,,,0,Linear Regression,30
2025-02-14,16.0,16.0,,,,0,Linear Regression,30
2025-02-15,31.0,31.0,,,,0,Linear Regression,30
2025-02-16,7.0,7.0,,,,0,Linear Regression,30
2025-02-17,25.0,25.0,,,,0,Linear Regression,30
2025-02-18,17.0,17.0,,,,0,Linear Regression,30
2025-02-19,25.0,25.0,,,,0,Linear Regression,30
2025-02-20,28.0,28.0,,,,0,Linear Regression,30
2025-02-21,21.0,21.0,,,,0,Linear Regression,30
2025-02-22,13.0,13.0,,,,0,Linear Regression,30
2025-02-23,15.0,15.0,,,,0,Linear Regression,30
2025-02-24,19.0,19.0,,,,0,Linear Regression,30
2025-02-25,20.0,20.0,,,,0,Linear Regression,30
2025-02-26,17.0,17.0,,,,0,Linear Regression,30
2025-02-27,18.0,18.0,,,,0,Linear Regression,30
2025-02-28,18.0,18.0,,,,0,Linear Regression,30
2025-03-01,11.0,11.0,,,,0,Linear Regression,30
2025-03-02,17.0,17.0,,,,0,Linear Regression,30
2025-03-03,26.0,26.0,,,,0,Linear Regression,30
2025-03-04,30.0,30.0,,,,0,Linear Regression,30
2025-03-05,21.0,21.0,,,,0,Linear Regression,30
2025-03-06,22.0,22.0,,,,0,Linear Regression,30
2025-03-07,11.0,11.0,,,,0,Linear Regression,30
2025-03-08,21.0,21.0,,,,0,Linear Regression,30
2025-03-09,18.0,18.0,,,,0,Linear Regression,30
2025-03-10,20.0,20.0,,,,0,Linear Regression,30
2025-03-11,31.0,31.0,,,,0,Linear Regression,30
2025-03-12,19.0,19.0,,,,0,Linear Regression,30
2025-03-13,15.0,15.0,,,,0,Linear Regression,30
2025-03-14,17.0,17.0,,,,0,Linear Regression,30
2025-03-15,24.0,24.0,,,,0,Linear Regression,30
2025-03-16,33.0,33.0,,,,0,Linear Regression,30
2025-03-17,20.0,20.0,,,,0,Linear Regression,30
2025-03-18,27.0,27.0,,,,0,Linear Regression,30
2025-03-19,30.0,30.0,,,,0,Linear Regression,30
2025-03-20,22.0,22.0,,,,0,Linear Regression,30
2025-03-21,48.0,48.0,,,,0,Linear Regression,30
2025-03-22,26.0,26.0,,,,0,Linear Regression,30
2025-03-23,20.0,20.0,,,,0,Linear Regression,30
2025-03-24,37.0,37.0,,,,0,Linear Regression,30
2025-03-25,24.0,24.0,,,,0,Linear Regression,30
2025-03-26,29.0,29.0,,,,0,Linear Regression,30
2025-03-27,13.0,13.0,,,,0,Linear Regression,30
2025-03-28,25.0,25.0,,,,0,Linear Regression,30
2025-03-29,27.0,27.0,,,,0,Linear Regression,30
2025-03-30,15.0,15.0,,,,0,Linear Regression,30
2025-03-31,33.0,33.0,,,,0,Linear Regression,30
2025-04-01,25.0,25.0,,,,0,Linear Regression,30
2025-04-02,31.0,31.0,,,,0,Linear Regression,30
2025-04-03,43.0,43.0,,,,0,Linear Regression,30
2025-04-04,15.0,15.0,,,,0,Linear Regression,30
2025-04-05,25.0,25.0,,,,0,Linear Regression,30
2025-04-06,17.0,17.0,,,,0,Linear Regression,30
2025-04-07,35.0,35.0,,,,0,Linear Regression,30
2025-04-08,27.0,27.0,,,,0,Linear Regression,30
2025-04-09,19.0,19.0,,,,0,Linear Regression,30
2025-04-10,20.0,20.0,,,,0,Linear Regression,30
2025-04-11,19.0,19.0,,,,0,Linear Regression,30
2025-04-12,27.0,27.0,,,,0,Linear Regression,30
2025-04-13,17.0,17.0,,,,0,Linear Regression,30
2025-04-14,36.0,36.0,,,,0,Linear Regression,30
2025-04-15,25.0,25.0,,,,0,Linear Regression,30
2025-04-16,24.0,24.0,,,,0,Linear Regression,30
2025-04-17,19.0,19.0,,,,0,Linear Regression,30
2025-04-18,12.0,12.0,,,,0,Linear Regression,30
2025-04-19,36.0,36.0,,,,0,Linear Regression,30
2025-04-20,18.0,18.0,,,,0,Linear Regression,30
2025-04-21,56.0,56.0,,,,0,Linear Regression,30
2025-04-22,20.0,20.0,,,,0,Linear Regression,30
2025-04-23,33.0,33.0,,,,0,Linear Regression,30
2025-04-24,24.0,24.0,,,,0,Linear Regression,30
2025-04-25,10.0,10.0,,,,0,Linear Regression,30
2025-04-26,21.0,21.0,,,,0,Linear Regression,30
2025-04-27,39.0,39.0,,,,0,Linear Regression,30
2025-04-28,7.0,7.0,,,,0,Linear Regression,30
2025-04-29,32.0,32.0,,,,0,Linear Regression,30
2025-04-30,17.0,17.0,,,,0,Linear Regression,30
2025-05-01,14.0,14.0,,,,0,Linear Regression,30
2025-05-02,23.0,23.0,,,,0,Linear Regression,30
2025-05-03,19.0,19.0,,,,0,Linear Regression,30
2025-05-04,13.0,13.0,,,,0,Linear Regression,30
2025-05-05,23.0,23.0,,,,0,Linear Regression,30
2025-05-06,23.0,23.0,,,,0,Linear Regression,30
2025-05-07,20.0,20.0,,,,0,Linear Regression,30
2025-05-08,31.0,31.0,,,,0,Linear Regression,30
2025-05-09,20.0,20.0,,,,0,Linear Regression,30
2025-05-10,15.0,15.0,,,,0,Linear Regression,30
2025-05-11,5.0,5.0,,,,0,Linear Regression,30
2025-05-12,18.0,18.0,,,,0,Linear Regression,30
2025-05-13,23.0,23.0,,,,0,Linear Regression,30
2025-05-14,33.0,33.0,,,,0,Linear Regression,30
2025-05-15,10.0,10.0,,,,0,Linear Regression,30
2025-05-16,16.0,16.0,,,,0,Linear Regression,30
2025-05-17,36.0,36.0,,,,0,Linear Regression,30
2025-05-18,24.0,24.0,,,,0,Linear Regression,30
2025-05-19,5.0,5.0,,,,0,Linear Regression,30
2025-05-20,43.0,43.0,,,,0,Linear Regression,30
2025-05-21,17.0,17.0,,,,0,Linear Regression,30
2025-05-22,13.0,13.0,,,,0,Linear Regression,30
2025-05-23,25.0,25.0,,,,0,Linear Regression,30
2025-05-24,25.0,25.0,,,,0,Linear Regression,30
2025-05-25,24.0,24.0,,,,0,Linear Regression,30
2025-05-26,26.0,26.0,,,,0,Linear Regression,30
2025-05-27,17.0,17.0,,,,0,Linear Regression,30
2025-05-28,35.0,35.0,,,,0,Linear Regression,30
2025-05-29,20.0,20.0,,,,0,Linear Regression,30
2025-05-30,33.0,33.0,,,,0,Linear Regression,30
2025-05-31,16.0,16.0,,,,0,Linear Regression,30
2025-06-01,26.0,26.0,,,,0,Linear Regression,30
2025-06-02,20.0,20.0,,,,0,Linear Regression,30
2025-06-03,35.0,35.0,,,,0,Linear Regression,30
2025-06-04,18.0,18.0,,,,0,Linear Regression,30
2025-06-05,8.0,8.0,,,,0,Linear Regression,30
2025-06-06,18.0,18.0,,,,0,Linear Regression,30
2025-06-07,13.0,13.0,,,,0,Linear Regression,30
2025-06-08,34.0,34.0,,,,0,Linear Regression,30
2025-06-09,24.0,24.0,,,,0,Linear Regression,30
2025-06-10,38.0,38.0,,,,0,Linear Regression,30
2025-06-11,28.0,28.0,,,,0,Linear Regression,30
2025-06-12,14.0,14.0,,,,0,Linear Regression,30
2025-06-13,17.0,17.0,,,,0,Linear Regression,30
2025-06-14,13.0,13.0,,,,0,Linear Regression,30
2025-06-15,20.0,20.0,,,,0,Linear Regression,30
2025-06-16,16.0,16.0,,,,0,Linear Regression,30
2025-06-17,21.0,21.0,,,,0,Linear Regression,30
2025-06-18,23.0,23.0,,,,0,Linear Regression,30
2025-06-19,20.0,20.0,,,,0,Linear Regression,30
2025-06-20,29.0,29.0,,,,0,Linear Regression,30
2025-06-21,21.0,21.0,,,,0,Linear Regression,30
2025-06-22,14.0,14.0,,,,0,Linear Regression,30
2025-06-23,17.0,17.0,,,,0,Linear Regression,30
2025-06-24,35.0,35.0,,,,0,Linear Regression,30
2025-06-25,14.0,14.0,,,,0,Linear Regression,30
2025-06-26,21.0,21.0,,,,0,Linear Regression,30
2025-06-27,19.0,19.0,,,,0,Linear Regression,30
2025-06-28,27.0,27.0,,,,0,Linear Regression,30
2025-06-29,29.0,29.0,,,,0,Linear Regression,30
2025-06-30,30.0,30.0,,,,0,Linear Regression,30
2025-07-01,16.0,16.0,,,,0,Linear Regression,30
2025-07-02,29.0,29.0,,,,0,Linear Regression,30
2025-07-03,16.0,16.0,,,,0,Linear Regression,30
2025-07-04,30.0,30.0,,,,0,Linear Regression,30
2025-07-05,2.0,2.0,,,,0,Linear Regression,30
2025-07-06,16.0,16.0,,,,0,Linear Regression,30
2025-07-07,22.0,22.0,,,,0,Linear Regression,30
2025-07-08,28.0,28.0,,,,0,Linear Regression,30
2025-07-09,28.0,28.0,,,,0,Linear Regression,30
2025-07-10,17.0,17.0,,,,0,Linear Regression,30
2025-07-11,13.0,13.0,,,,0,Linear Regression,30
2025-07-12,12.0,12.0,,,,0,Linear Regression,30
2025-07-13,22.0,22.0,,,,0,Linear Regression,30
2025-07-14,17.0,17.0,,,,0,Linear Regression,30
2025-07-15,43.0,43.0,,,,0,Linear Regression,30
2025-07-16,15.0,15.0,,,,0,Linear Regression,30
2025-07-17,15.0,15.0,,,,0,Linear Regression,30
2025-07-18,35.0,35.0,,,,0,Linear Regression,30
2025-07-19,17.0,17.0,,,,0,Linear Regression,30
2025-07-20,48.0,48.0,,,,0,Linear Regression,30
2025-07-21,17.0,17.0,,,,0,Linear Regression,30
2025-07-22,11.0,11.0,,,,0,Linear Regression,30
2025-07-23,44.0,44.0,,,,0,Linear Regression,30
2025-07-24,22.0,22.0,,,,0,Linear Regression,30
2025-07-25,14.0,14.0,,,,0,Linear Regression,30
2025-07-26,41.0,41.0,,,,0,Linear Regression,30
2025-07-27,13.0,13.0,,,,0,Linear Regression,30
2025-07-28,25.0,25.0,,,,0,Linear Regression,30
2025-07-29,6.0,6.0,,,,0,Linear Regression,30
2025-07-30,8.0,8.0,,,,0,Linear Regression,30
2025-07-31,39.0,39.0,,,,0,Linear Regression,30
2025-08-01,24.0,24.0,,,,0,Linear Regression,30
2025-08-02,27.0,27.0,,,,0,Linear Regression,30
2025-08-03,18.0,18.0,,,,0,Linear Regression,30
2025-08-04,15.0,15.0,,,,0,Linear Regression,30
2025-08-05,33.0,33.0,,,,0,Linear Regression,30
2025-08-06,14.0,14.0,,,,0,Linear Regression,30
2025-08-07,40.0,40.0,,,,0,Linear Regression,30
2025-08-08,18.0,18.0,,,,0,Linear Regression,30
2025-08-09,13.0,13.0,,,,0,Linear Regression,30
2025-08-10,17.0,17.0,,,,0,Linear Regression,30
2025-08-11,14.0,14.0,,,,0,Linear Regression,30
2025-08-12,5.0,5.0,,,,0,Linear Regression,30
2025-08-13,38.0,38.0,,,,0,Linear Regression,30
2025-08-14,17.0,17.0,,,,0,Linear Regression,30
2025-08-15,23.0,23.0,,,,0,Linear Regression,30
2025-08-16,15.0,15.0,,,,0,Linear Regression,30
2025-08-17,26.0,26.0,,,,0,Linear Regression,30
